code,name,name_tv,gender,function,country_code,disciplines,events,birth_date
1532872,ALEKSANYAN Artur,Artur ALEKSANYAN,Male,Athlete,ARM,['Wrestling'],"[""Men's Greco-Roman 97kg""]",1991-10-21
1532873,AMOYAN Malkhas,Malkhas AMOYAN,Male,Athlete,ARM,['Wrestling'],"[""Men's Greco-Roman 77kg""]",1999-01-22
1532874,GALSTYAN Slavik,Slavik GALSTYAN,Male,Athlete,ARM,['Wrestling'],"[""Men's Greco-Roman 67kg""]",1996-12-21
1532944,HARUTYUNYAN Arsen,Arsen HARUTYUNYAN,Male,Athlete,ARM,['Wrestling'],"[""Men's Freestyle 57kg""]",1999-11-22
1532945,TEVANYAN Vazgen,Vazgen TEVANYAN,Male,Athlete,ARM,['Wrestling'],"[""Men's Freestyle 65kg""]",1999-10-27
1532951,ARENAS Lorena,Lorena ARENAS,Female,Athlete,COL,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",1993-09-17
1533112,McKENZIE Ashley,Ashley McKENZIE,Male,Athlete,JAM,['Judo'],['Men -60 kg'],1989-07-17
1533136,BASS BITTAYE Gina Mariam,Gina Mariam BASS BITTAYE,Female,Athlete,GAM,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",1995-05-03
1533176,CAMARA Ebrahima,Ebrahima CAMARA,Male,Athlete,GAM,['Athletics'],"[""Men's 100m""]",1996-09-18
1533188,RUEDA SANTOS Lizeth,Lizeth RUEDA SANTOS,Female,Athlete,MEX,['Triathlon'],"[""Women's Individual""]",1994-03-07
1533189,TAPIA VIDAL Rosa Maria,Rosa Maria TAPIA VIDAL,Female,Athlete,MEX,['Triathlon'],"[""Women's Individual""]",1997-08-27
1533190,GRAJALES Crisanto,Crisanto GRAJALES,Male,Athlete,MEX,['Triathlon'],"[""Men's Individual""]",1987-05-06
1533208,MAAROUFOU Hachim,Hachim MAAROUFOU,Male,Athlete,COM,['Athletics'],"[""Men's 100m""]",1997-02-13
1533209,SAADI Maesha,Maesha SAADI,Female,Athlete,COM,['Swimming'],"[""Women's 50m Freestyle""]",2007-01-16
1533230,DIOSDADO Nuria,Nuria DIOSDADO,Female,Athlete,MEX,['Artistic Swimming'],"['Team', 'Duet']",1990-08-22
1533231,JIMENEZ Joana,Joana JIMENEZ,Female,Athlete,MEX,['Artistic Swimming'],"['Team', 'Duet']",1993-08-19
1533232,SOBRINO Jessica,Jessica SOBRINO,Female,Athlete,MEX,['Artistic Swimming'],['Team'],1994-05-26
1533234,ALFEREZ Regina,Regina ALFEREZ,Female,Athlete,MEX,['Artistic Swimming'],['Team'],1997-12-01
1533235,ARELLANO Fernanda,Fernanda ARELLANO,Female,Athlete,MEX,['Artistic Swimming'],['Team'],2002-02-28
1533237,TOSCANO Pamela,Pamela TOSCANO,Female,Athlete,MEX,['Artistic Swimming'],['Team'],2000-01-13
1533239,GONZALEZ Itzamary,Itzamary GONZALEZ,Female,Athlete,MEX,['Artistic Swimming'],['Team'],2003-11-14
1533240,RODRIGUEZ Samanta,Samanta RODRIGUEZ,Female,Athlete,MEX,['Artistic Swimming'],['Team'],1994-12-05
1533243,INZUNZA Glenda,Glenda INZUNZA,Female,Alternate Athlete,MEX,['Artistic Swimming'],['Team'],2000-03-12
1533245,SEHEN Sajjad,Sajjad SEHEN,Male,Athlete,IRQ,['Judo'],['Men -81 kg'],1996-03-08
1533359,RUBAIAWI Ali Ammar Yusur,Ali Ammar Yusur RUBAIAWI,Male,Athlete,IRQ,['Weightlifting'],"[""Men's +102kg""]",2004-08-02
1533364,ISMAIL Mohamed,Mohamed ISMAIL,Male,Athlete,DJI,['Athletics'],"[""Men's 5000m""]",1997-01-01
1533371,HASSAN Ibrahim,Ibrahim HASSAN,Male,Athlete,DJI,['Athletics'],"[""Men's Marathon""]",1997-01-01
1533372,WAISS Abdi,Abdi WAISS,Male,Athlete,DJI,['Athletics'],"[""Men's 5000m""]",1996-07-03
1533374,HASSAN NOUR Samiyah,Samiyah HASSAN NOUR,Female,Athlete,DJI,['Athletics'],"[""Women's 5000m""]",1999-12-05
1533378,HOUSSEIN BARKAT Houmed,Houmed HOUSSEIN BARKAT,Male,Athlete,DJI,['Swimming'],"[""Men's 50m Freestyle""]",2004-04-04
1535180,BARAT Andy,Andy BARAT,Male,Athlete,COM,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]",1997-11-29
1535186,MARTINEZ RAMIREZ Miguel Angel,Miguel Angel MARTINEZ RAMIREZ,Male,Athlete,MEX,['Boxing'],"[""Men's 63.5kg""]",2001-03-17
1535187,VERDE ALVAREZ Marco Alonso,Marco Alonso VERDE ALVAREZ,Male,Athlete,MEX,['Boxing'],"[""Men's 71kg""]",2002-02-11
1535191,GONZALEZ Alegna,Alegna GONZALEZ,Female,Athlete,MEX,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",1999-01-02
1535195,LOPEZ Jesus Tonatiu,Jesus Tonatiu LOPEZ,Male,Athlete,MEX,['Athletics'],"[""Men's 800m""]",1997-08-02
1535199,PORTILLO Erick,Erick PORTILLO,Male,Athlete,MEX,['Athletics'],"[""Men's High Jump""]",2000-10-05
1535201,MUNOZ Uziel,Uziel MUNOZ,Male,Athlete,MEX,['Athletics'],"[""Men's Shot Put""]",1995-09-08
1535202,del REAL Diego,Diego del REAL,Male,Athlete,MEX,['Athletics'],"[""Men's Hammer Throw""]",1994-03-06
1535203,DOCTOR Jose Luis,Jose Luis DOCTOR,Male,Athlete,MEX,['Athletics'],"[""Men's 20km Race Walk""]",1996-06-14
1535212,MORAN Paola,Paola MORAN,Female,Athlete,MEX,['Athletics'],"[""Women's 400m""]",1997-02-25
1535214,GALVAN Laura,Laura GALVAN,Female,Athlete,MEX,['Athletics'],"[""Women's 5000m""]",1991-10-05
1535216,CORTES Alma Delia,Alma Delia CORTES,Female,Athlete,MEX,['Athletics'],"[""Women's 5000m""]",1997-12-26
1535217,CRISTIAN MOSCOTE Citlali,Citlali CRISTIAN MOSCOTE,Female,Athlete,MEX,['Athletics'],"[""Women's Marathon""]",1995-04-15
1535222,PALMA OLIVARES Ever Jair,Ever Jair PALMA OLIVARES,Male,Athlete,MEX,['Athletics'],['Marathon Race Walk Relay Mixed'],1992-03-18
1535225,OETLING RAMIREZ Elena,Elena OETLING RAMIREZ,Female,Athlete,MEX,['Sailing'],"[""Women's Dinghy""]",1993-04-18
1535226,AGUILAR CHAVEZ PEON Mariana,Mariana AGUILAR CHAVEZ PEON,Female,Athlete,MEX,['Sailing'],"[""Women's Windsurfing""]",1999-03-12
1535252,LECHUGA ALANIS Kenia,Kenia LECHUGA ALANIS,Female,Athlete,MEX,['Rowing'],"[""Women's Single Sculls""]",1994-06-26
1535260,LOPEZ GARCIA Alexis,Alexis LOPEZ GARCIA,Male,Athlete,MEX,['Rowing'],"[""Lightweight Men's Double Sculls""]",1997-05-01
1535267,CARBALLO NIETO Miguel,Miguel CARBALLO NIETO,Male,Athlete,MEX,['Rowing'],"[""Lightweight Men's Double Sculls""]",1992-07-08
1535310,BLANCO Luisa,Luisa BLANCO,Female,Athlete,COL,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",2001-11-18
1535343,WILLARS VALDEZ Randal,Randal WILLARS VALDEZ,Male,Athlete,MEX,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",2002-04-30
1535345,BERLIN REYES Kevin,Kevin BERLIN REYES,Male,Athlete,MEX,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",2001-04-25
1535346,OROZCO LOZA Alejandra,Alejandra OROZCO LOZA,Female,Athlete,MEX,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",1997-04-19
1535348,AGUNDEZ GARCIA Gabriela,Gabriela AGUNDEZ GARCIA,Female,Athlete,MEX,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",2000-08-04
1535349,OLVERA IBARRA Osmar,Osmar OLVERA IBARRA,Male,Athlete,MEX,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",2004-06-05
1535350,GARZA PEREZ Eugenio,Eugenio GARZA PEREZ,Male,Athlete,MEX,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1996-07-23
1535351,FERNANDEZ Federico,Federico FERNANDEZ,Male,Athlete,MEX,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1968-03-28
1535354,de LARA OJEDA Miguel Alejandro,Miguel Alejandro de LARA OJEDA,Male,Athlete,MEX,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 200m Breaststroke""]",1994-08-09
1535356,MORENO Alexa,Alexa MORENO,Female,Athlete,MEX,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",1994-08-08
1535357,SANDOVAL Ahtziri,Ahtziri SANDOVAL,Female,Athlete,MEX,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",1996-10-05
1535358,FLORES Sofia,Sofia FLORES,Female,Athlete,MEX,['Rhythmic Gymnastics'],['Group All-Around'],2004-12-20
1535359,SALAZAR Kimberly,Kimberly SALAZAR,Female,Athlete,MEX,['Rhythmic Gymnastics'],['Group All-Around'],2004-04-24
1535360,TEJEDA Adirem,Adirem TEJEDA,Female,Athlete,MEX,['Rhythmic Gymnastics'],['Group All-Around'],2002-06-21
1535361,ALCOCER Dalia,Dalia ALCOCER,Female,Athlete,MEX,['Rhythmic Gymnastics'],['Group All-Around'],2004-01-02
1535362,GUTIERREZ Julia,Julia GUTIERREZ,Female,Athlete,MEX,['Rhythmic Gymnastics'],['Group All-Around'],2007-09-13
1535363,HERNANDEZ Emiliano,Emiliano HERNANDEZ,Male,Athlete,MEX,['Modern Pentathlon'],"[""Men's Individual""]",1998-01-27
1535364,CARRILLO Duilio,Duilio CARRILLO,Male,Athlete,MEX,['Modern Pentathlon'],"[""Men's Individual""]",1997-03-24
1535365,OLIVER Mayan,Mayan OLIVER,Female,Athlete,MEX,['Modern Pentathlon'],"[""Women's Individual""]",1993-07-11
1535366,SANSORES Carlos,Carlos SANSORES,Male,Athlete,MEX,['Taekwondo'],['Men +80kg'],1997-06-25
1535367,SOUZA Daniela Paola,Daniela Paola SOUZA,Female,Athlete,MEX,['Taekwondo'],['Women -49kg'],1999-08-27
1535368,CLELAND QUINONEZ Alan,Alan CLELAND QUINONEZ,Male,Athlete,MEX,['Surfing'],['Men'],2002-06-19
1535373,GRIGORIAN Aram,Aram GRIGORIAN,Male,Athlete,UAE,['Judo'],['Men -90 kg'],1998-06-09
1535374,KOSTOEV Dzhafar,Dzhafar KOSTOEV,Male,Athlete,UAE,['Judo'],['Men -100 kg'],1999-04-28
1535375,MAGOMEDOMAROV Magomedomar,Magomedomar MAGOMEDOMAROV,Male,Athlete,UAE,['Judo'],['Men +100 kg'],2001-04-10
1535376,TATALASHVILI Nugzari,Nugzari TATALASHVILI,Male,Athlete,UAE,['Judo'],['Men -81 kg'],1990-03-20
1535383,BISHRELT Khorloodoi,Khorloodoi BISHRELT,Female,Athlete,UAE,['Judo'],['Women -52 kg'],1998-05-29
1535385,HOUSSEIN Alexandre,Alexandre HOUSSEIN,Male,Athlete,DJI,['Judo'],['Men -73 kg'],1998-03-28
1535395,AL SAYEGH Safia,Safia AL SAYEGH,Female,Athlete,UAE,['Cycling Road'],"[""Women's Road Race""]",2001-09-23
1535420,VALENCIA Alejandra,Alejandra VALENCIA,Female,Athlete,MEX,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",1994-10-17
1535429,RUIZ Angela,Angela RUIZ,Female,Athlete,MEX,['Archery'],"[""Women's Individual"", ""Women's Team""]",2006-07-28
1535430,GRANDE Matias,Matias GRANDE,Male,Athlete,MEX,['Archery'],"[""Men's Individual"", ""Men's Team"", 'Mixed Team']",2004-04-26
1535433,PRIETO Marcela,Marcela PRIETO,Female,Athlete,MEX,['Cycling Road'],"[""Women's Road Race""]",1992-03-11
1535438,RAMIREZ RAMOS Edson Ismael,Edson Ismael RAMIREZ RAMOS,Male,Athlete,MEX,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",2000-07-10
1535439,RODRIGUEZ Gabriela,Gabriela RODRIGUEZ,Female,Athlete,MEX,['Shooting'],['Skeet Women'],1996-12-12
1535440,ZAVALA VAZQUEZ Alejandra,Alejandra ZAVALA VAZQUEZ,Female,Athlete,MEX,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",1984-06-16
1535441,QUEZADA MARQUEZ Carlos,Carlos QUEZADA MARQUEZ,Male,Athlete,MEX,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",1999-10-21
1535442,PENAFLOR MOYSEN Aram Michell,Aram Michell PENAFLOR MOYSEN,Male,Athlete,MEX,['Triathlon'],"[""Men's Individual""]",1999-03-11
1535444,REINOSO Sofia,Sofia REINOSO,Female,Athlete,MEX,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",1996-10-23
1535448,BRIONES FRAGOZA Beatriz,Beatriz BRIONES FRAGOZA,Female,Athlete,MEX,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1999-02-10
1535449,ALANIS MORALES Karina,Karina ALANIS MORALES,Female,Athlete,MEX,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1993-12-09
1535505,LINARES Natalia,Natalia LINARES,Female,Athlete,COL,['Athletics'],"[""Women's Long Jump""]",2003-01-03
1535506,LONGA Ronal,Ronal LONGA,Male,Athlete,COL,['Athletics'],"[""Men's 100m""]",2004-06-30
1535511,RUIZ HURTADO Flor Denis,Flor Denis RUIZ HURTADO,Female,Athlete,COL,['Athletics'],"[""Women's Javelin Throw""]",1991-01-29
1535512,ORJUELA Angie,Angie ORJUELA,Female,Athlete,COL,['Athletics'],"[""Women's Marathon""]",1989-05-09
1535513,RENTERIA RENTERIA Tatiana,Tatiana RENTERIA RENTERIA,Female,Athlete,COL,['Wrestling'],"[""Women's Freestyle 76kg""]",2000-12-22
1535514,VALDES PANA Angie Paola,Angie Paola VALDES PANA,Female,Athlete,COL,['Boxing'],"[""Women's 60kg""]",2000-07-14
1535522,ARBOLEDA MENDOZA Valeria,Valeria ARBOLEDA MENDOZA,Female,Athlete,COL,['Boxing'],"[""Women's 57kg""]",2002-04-13
1535524,BOLANOS LOPEZ Victor,Victor BOLANOS LOPEZ,Male,Athlete,COL,['Sailing'],"[""Men's Kite""]",1994-09-19
1535609,ABDOLI Samyar,Samyar ABDOLI,Male,Athlete,IRI,['Swimming'],"[""Men's 100m Freestyle""]",2002-12-25
1535660,SIMWAKA Asimenye,Asimenye SIMWAKA,Female,Athlete,MAW,['Athletics'],"[""Women's 100m""]",1997-08-08
1535693,AL MARZOOQI Omar Abdul Aziz,Omar Abdul Aziz AL MARZOOQI,Male,Athlete,UAE,['Equestrian'],"['Jumping Individual', 'Jumping Team']",2003-03-28
1535729,SERRANO Franco,Franco SERRANO,Male,Athlete,ARG,['Modern Pentathlon'],"[""Men's Individual""]",2000-11-22
1535766,KUMEL SAADI,KUMEL SAADI,Male,Athlete,IRQ,['Football'],['Men'],2004-08-19
1535776,JOSEF AL IMAM,JOSEF AL IMAM,Male,Athlete,IRQ,['Football'],['Men'],2004-07-27
1535804,MUNTADHER ABDULAMEER,MUNTADHER ABDULAMEER,Male,Athlete,IRQ,['Football'],['Men'],2001-10-06
1535805,MUNTADHER MOHAMMED,MUNTADHER MOHAMMED,Male,Athlete,IRQ,['Football'],['Men'],2001-06-05
1535852,MAEDER Maximilian,Maximilian MAEDER,Male,Athlete,SGP,['Sailing'],"[""Men's Kite""]",2006-09-12
1535853,LO Ryan,Ryan LO,Male,Athlete,SGP,['Sailing'],"[""Men's Dinghy""]",1997-02-26
1535854,SIM En Yi Letitia,En Yi Letitia SIM,Female,Athlete,SGP,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",2003-03-03
1535856,TAN Jonathan Eu Jin,Jonathan Eu Jin TAN,Male,Athlete,SGP,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",2002-03-11
1535858,PEREIRA Veronica Shanti,Veronica Shanti PEREIRA,Female,Athlete,SGP,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",1996-09-20
1535910,ZAID TAHSEEN,ZAID TAHSEEN,Male,Athlete,IRQ,['Football'],['Men'],2001-01-29
1535913,HUSSEIN AMER,HUSSEIN AMER,Male,Athlete,IRQ,['Football'],['Men'],2002-04-28
1535914,ANAK LISES Bertrand Rhodict,Bertrand Rhodict ANAK LISES,Male,Athlete,MAS,['Diving'],"[""Men's 10m Platform""]",2005-05-28
1535916,HUSSEIN LAWEND,HUSSEIN LAWEND,Male,Athlete,IRQ,['Football'],['Men'],2001-01-20
1535918,WONG Guanjie Johnathan,Guanjie Johnathan WONG,Male,Athlete,MAS,['Shooting'],['10m Air Pistol Men'],1992-08-23
1535925,MOHAMAD ZUBIR Nur Aisyah,Nur Aisyah MOHAMAD ZUBIR,Female,Athlete,MAS,['Cycling Road'],"[""Women's Road Race""]",1997-10-04
1535926,MOHAMAD LATIF Nur Shazrin,Nur Shazrin MOHAMAD LATIF,Female,Athlete,MAS,['Sailing'],"[""Women's Dinghy""]",1998-02-02
1535927,ALI JASIM,ALI JASIM,Male,Athlete,IRQ,['Football'],['Men'],2004-01-20
1535928,KARRAR SAAD,KARRAR SAAD,Male,Athlete,IRQ,['Football'],['Men'],2001-03-22
1535929,KARRAR MOHAMMED,KARRAR MOHAMMED,Male,Athlete,IRQ,['Football'],['Men'],2001-01-06
1535930,NIHAD MOHAMMED,NIHAD MOHAMMED,Male,Athlete,IRQ,['Football'],['Men'],2001-01-14
1535959,DOUA Camil,Camil DOUA,Male,Athlete,MTN,['Swimming'],"[""Men's 50m Freestyle""]",2002-02-23
1535993,CHEW Caroline,Caroline CHEW,Female,Athlete,SGP,['Equestrian'],['Dressage Individual'],1992-04-18
1536032,HERNANDEZ FLORES Margarita,Margarita HERNANDEZ FLORES,Female,Athlete,MEX,['Athletics'],"[""Women's Marathon""]",1985-12-03
1536045,SALIMI Arian,Arian SALIMI,Male,Athlete,IRI,['Taekwondo'],['Men +80kg'],2003-12-16
1536058,BARKHORDARI Mehran,Mehran BARKHORDARI,Male,Athlete,IRI,['Taekwondo'],['Men -80kg'],2000-07-26
1536064,NEMATZADEH Mobina,Mobina NEMATZADEH,Female,Athlete,IRI,['Taekwondo'],['Women -49kg'],2005-05-17
1536067,KIYANICHANDEH Nahid,Nahid KIYANICHANDEH,Female,Athlete,IRI,['Taekwondo'],['Women -57kg'],1998-08-01
1536157,MPALI Adam,Adam MPALI,Male,Athlete,GAB,['Swimming'],"[""Men's 50m Freestyle""]",2002-05-29
1536175,AMISON Naima-Zahra,Naima-Zahra AMISON,Female,Athlete,DJI,['Swimming'],"[""Women's 50m Freestyle""]",2003-10-10
1536184,STREHLKE DELGADO Paulo,Paulo STREHLKE DELGADO,Male,Athlete,MEX,['Marathon Swimming'],"[""Men's 10km""]",2006-01-10
1536190,SANDOVAL AYALA Martha,Martha SANDOVAL AYALA,Female,Athlete,MEX,['Marathon Swimming'],"[""Women's 10km""]",1998-08-14
1536196,ESTUDILLO TORRES Alejandra,Alejandra ESTUDILLO TORRES,Female,Athlete,MEX,['Diving'],"[""Women's 3m Springboard""]",2005-05-20
1536197,CELAYA HERNANDEZ Juan Manuel,Juan Manuel CELAYA HERNANDEZ,Male,Athlete,MEX,['Diving'],"[""Men's Synchronised 3m Springboard""]",1998-09-01
1536198,VAZQUEZ MONTANO Aranza,Aranza VAZQUEZ MONTANO,Female,Athlete,MEX,['Diving'],"[""Women's 3m Springboard""]",2002-08-21
1536207,ALIPOUR SHENAZANDIFARD Reza,Reza ALI POUR,Male,Athlete,IRI,['Sport Climbing'],"[""Men's Speed""]",1994-04-29
1536214,ALAMIAN Nima,Nima ALAMIAN,Male,Athlete,IRI,['Table Tennis'],"[""Men's Singles""]",1992-12-24
1536215,ALAMIYAN Noshad,Noshad ALAMIYAN,Male,Athlete,IRI,['Table Tennis'],"[""Men's Singles""]",1991-11-21
1536233,YASEEN Taha Hussein,Taha Hussein YASEEN,Male,Athlete,IRQ,['Athletics'],"[""Men's 100m""]",1998-01-01
1536251,MAAN Tulika,Tulika MAAN,Female,Athlete,IND,['Judo'],['Women +78 kg'],1998-09-09
1536341,ANCER Abraham,Abraham ANCER,Male,Athlete,MEX,['Golf'],"[""Men's Individual Stroke Play""]",1991-02-27
1536368,SHARMA Shubhankar,Shubhankar SHARMA,Male,Athlete,IND,['Golf'],"[""Men's Individual Stroke Play""]",1996-07-21
1536371,BHULLAR Gaganjeet,Gaganjeet BHULLAR,Male,Athlete,IND,['Golf'],"[""Men's Individual Stroke Play""]",1988-04-27
1536372,GIRMA Ermias,Ermias GIRMA,Male,Athlete,ETH,['Athletics'],"[""Men's 1500m""]",2005-01-20
1536460,ROJAS Carlos,Carlos ROJAS,Male,Athlete,MEX,['Archery'],"[""Men's Individual"", ""Men's Team""]",2000-01-14
1536467,MARTINEZ WING Bruno,Bruno MARTINEZ WING,Male,Athlete,MEX,['Archery'],"[""Men's Individual"", ""Men's Team""]",1998-03-08
1536479,VAZQUEZ Ana,Ana VAZQUEZ,Female,Athlete,MEX,['Archery'],"[""Women's Individual"", ""Women's Team""]",2000-10-05
1536494,RIVERA Edgar,Edgar RIVERA,Male,Athlete,MEX,['Athletics'],"[""Men's High Jump""]",1991-02-13
1536495,TAMAYO-GARZA Cecilia,Cecilia TAMAYO-GARZA,Female,Athlete,MEX,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",1997-03-04
1536496,ALEMU Habitam,Habitam ALEMU,Female,Athlete,ETH,['Athletics'],"[""Women's 800m""]",1997-07-09
1536497,MESELE Worknesh,Worknesh MESELE,Female,Athlete,ETH,['Athletics'],"[""Women's 800m""]",2001-06-11
1536498,DUGUMA Tsige,Tsige DUGUMA,Female,Athlete,ETH,['Athletics'],"[""Women's 800m""]",2001-02-23
1536522,ASHOK Aditi,Aditi ASHOK,Female,Athlete,IND,['Golf'],"[""Women's Individual Stroke Play""]",1998-03-29
1536523,DAGAR Diksha,Diksha DAGAR,Female,Athlete,IND,['Golf'],"[""Women's Individual Stroke Play""]",2000-12-14
1536568,FAYISA Abdisa,Abdisa FAYISA,Male,Athlete,ETH,['Athletics'],"[""Men's 1500m""]",2005-04-24
1536585,GUERRERO Ilse,Ilse GUERRERO,Female,Athlete,MEX,['Athletics'],"[""Women's 20km Race Walk""]",1993-03-24
1536599,CHAMA Noel,Noel CHAMA,Male,Athlete,MEX,['Athletics'],"[""Men's 20km Race Walk""]",1997-09-15
1536600,ORTIZ Ricardo,Ricardo ORTIZ,Male,Athlete,MEX,['Athletics'],"[""Men's 20km Race Walk""]",1995-02-07
1536624,SHAHSAVARI Neda,Neda SHAHSAVARI,Female,Athlete,IRI,['Table Tennis'],"[""Women's Singles""]",1986-09-21
1536632,FALLAH Mobina,Mobina FALLAH,Female,Athlete,IRI,['Archery'],"[""Women's Individual""]",1999-08-13
1536648,LOH Kean Yew,Kean Yew LOH,Male,Athlete,SGP,['Badminton'],"[""Men's Singles""]",1997-06-26
1536649,HEE Yong Kai Terry,Yong Kai Terry HEE,Male,Athlete,SGP,['Badminton'],['Mixed Doubles'],1995-07-06
1536650,TAN Wei Han Jessica,Wei Han Jessica TAN,Female,Athlete,SGP,['Badminton'],['Mixed Doubles'],1993-07-16
1536651,YEO Jia Min,Jia Min YEO,Female,Athlete,SGP,['Badminton'],"[""Women's Singles""]",1999-02-01
1536669,LABIB Ali,Ali LABIB,Male,Athlete,IRI,['Cycling Road'],"[""Men's Road Race""]",2002-09-21
1536683,FASIHI Farzaneh,Farzaneh FASIHI,Female,Athlete,IRI,['Athletics'],"[""Women's 100m""]",1993-01-03
1536701,TAFTIAN Hassan,Hassan TAFTIAN,Male,Athlete,IRI,['Athletics'],"[""Men's 100m""]",1993-05-04
1536721,PANWAR Balraj,Balraj PANWAR,Male,Athlete,IND,['Rowing'],"[""Men's Single Sculls""]",1999-07-26
1536885,RICKETTS Shanieka,Shanieka RICKETTS,Female,Athlete,JAM,['Athletics'],"[""Women's Triple Jump""]",1992-02-02
1536925,HARRIS Naquille,Naquille HARRIS,Male,Athlete,SKN,['Athletics'],"[""Men's 100m""]",2002-05-16
1536961,DAVOUDI Ali,Ali DAVOUDI,Male,Athlete,IRI,['Weightlifting'],"[""Men's +102kg""]",1999-03-22
1536971,JAVADI ALIABADI Mir Mostafa,Mir Mostafa JAVADI ALIABADI,Male,Athlete,IRI,['Weightlifting'],"[""Men's 89kg""]",2000-06-22
1536983,WELTEJI Diribe,Diribe WELTEJI,Female,Athlete,ETH,['Athletics'],"[""Women's 1500m""]",2002-05-13
1536990,HAYLOM Birke,Birke HAYLOM,Female,Athlete,ETH,['Athletics'],"[""Women's 1500m""]",2006-01-06
1536992,HAILU Freweyni,Freweyni HAILU,Female,Alternate Athlete,ETH,['Athletics'],"[""Women's 5000m""]",2001-02-12
1536996,AGHAMIRZAEIJENAGHARD Ali,Ali AGHAMIRZAEIJENAGHARD,Male,Athlete,IRI,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1993-03-04
1536997,MAYALA Freddy,Freddy MAYALA,Male,Athlete,CGO,['Swimming'],"[""Men's 50m Freestyle""]",2000-06-18
1536998,AREGAWI Berihu,Berihu AREGAWI,Male,Athlete,ETH,['Athletics'],"[""Men's 10,000m""]",2001-02-28
1536999,KEJELCHA Yomif,Yomif KEJELCHA,Male,Athlete,ETH,['Athletics'],"[""Men's 10,000m""]",1997-08-01
1537001,GEBRHIWET Hagos,Hagos GEBRHIWET,Male,Athlete,ETH,['Athletics'],"[""Men's 5000m""]",1994-05-11
1537002,BOBIMBO Vanessa,Vanessa BOBIMBO,Female,Athlete,CGO,['Swimming'],"[""Women's 50m Freestyle""]",1999-12-08
1537010,NGOYE Natacha,Natacha NGOYE,Female,Athlete,CGO,['Athletics'],"[""Women's 100m""]",1993-08-15
1537012,SAIKHOM Mirabai Chanu,Mirabai Chanu SAIKHOM,Female,Athlete,IND,['Weightlifting'],"[""Women's 49kg""]",1994-08-08
1537049,BAREGA Selemon,Selemon BAREGA,Male,Athlete,ETH,['Athletics'],"[""Men's 10,000m""]",2000-01-20
1537052,TEFERA Samuel,Samuel TEFERA,Male,Athlete,ETH,['Athletics'],"[""Men's 1500m""]",1999-10-23
1537053,YIHUNE Addisu,Addisu YIHUNE,Male,Athlete,ETH,['Athletics'],"[""Men's 5000m""]",2003-03-17
1537057,MEHARY Biniam,Biniam MEHARY,Male,Athlete,ETH,['Athletics'],"[""Men's 5000m""]",2006-12-20
1537066,TAYE Ejgayehu,Ejgayehu TAYE,Female,Athlete,ETH,['Athletics'],"[""Women's 5000m""]",2000-02-10
1537069,EISA Medina,Medina EISA,Female,Athlete,ETH,['Athletics'],"[""Women's 5000m""]",2005-01-03
1537079,GEBRESELAMA Tsigie,Tsigie GEBRESELAMA,Female,Athlete,ETH,['Athletics'],"[""Women's 10,000m""]",2000-09-30
1537135,ZENG Jian,ZENG Jian,Female,Athlete,SGP,['Table Tennis'],"[""Women's Singles""]",1996-11-19
1537137,QUEK Izaac,QUEK Izaac,Male,Athlete,SGP,['Table Tennis'],"[""Men's Singles""]",2006-05-26
