code,name,name_tv,gender,function,country_code,disciplines,events,birth_date
1930428,BONILLA Magaly Beatriz,Magaly Beatriz BONILLA,Female,Athlete,ECU,['Athletics'],"[""Women's 20km Race Walk""]",1992-02-08
1930436,OTAMENDI Nicolas,Nicolas OTAMENDI,Male,Athlete,ARG,['Football'],['Men'],1988-02-12
1930444,NUNEZ Alan,Alan NUNEZ,Male,Athlete,PAR,['Football'],['Men'],2004-10-01
1930451,RULLI Geronimo,Geronimo RULLI,Male,Athlete,ARG,['Football'],['Men'],1992-05-20
1930453,CANTERO Alexis,Alexis CANTERO,Male,Athlete,PAR,['Football'],['Men'],2003-02-05
1930459,SOLER Julio,Julio SOLER,Male,Athlete,ARG,['Football'],['Men'],2005-02-16
1930463,CHIRYUKIN Nikita,Nikita CHIRYUKIN,Male,Athlete,KAZ,['Shooting'],"['10m Air Pistol Men', '25m Rapid Fire Pistol Men', '10m Air Pistol Mixed Team']",2002-07-05
1930464,MALINOVSKIY Konstantin,Konstantin MALINOVSKIY,Male,Athlete,KAZ,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team']",1999-08-03
1930465,ALTUKHOVA Arina,Arina ALTUKHOVA,Female,Athlete,KAZ,['Shooting'],"['10m Air Rifle Women', '50m Rifle 3 Positions Women', '10m Air Rifle Mixed Team']",2003-09-23
1930466,LE Alexandra,Alexandra Le,Female,Athlete,KAZ,['Shooting'],"['10m Air Rifle Women', '50m Rifle 3 Positions Women', '10m Air Rifle Mixed Team']",2004-05-03
1930467,SATPAYEV Islam,Islam SATPAYEV,Male,Athlete,KAZ,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team']",1998-09-21
1930468,YUNUSMETOVA Irina,Irina YUNUSMETOVA,Female,Athlete,KAZ,['Shooting'],"['10m Air Pistol Women', '10m Air Pistol Mixed Team']",2001-11-25
1930478,ORYNBAY Assem,Assem ORYNBAY,Female,Athlete,KAZ,['Shooting'],"['Skeet Women', 'Skeet Mixed Team']",1993-09-07
1930479,DMITRIYENKO Mariya,Mariya DMITRIYENKO,Female,Athlete,KAZ,['Shooting'],['Trap Women'],1988-03-24
1930486,YECHSHENKO Eduard,Eduard YECHSHENKO,Male,Athlete,KAZ,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",1999-11-13
1930532,ZENON Kevin,Kevin ZENON,Male,Athlete,ARG,['Football'],['Men'],2001-07-30
1930539,GRAND'PIERRE Alexandre,Alexandre GRAND'PIERRE,Male,Athlete,HAI,['Swimming'],"[""Men's 100m Breaststroke""]",2003-01-22
1930552,ALSHAMLAN Yousef,Yousef ALSHAMLAN,Male,Athlete,KUW,['Fencing'],"[""Men's Sabre Individual""]",1998-08-30
1930706,VIANA VIERA Juliana,Juliana VIANA VIERA,Female,Athlete,BRA,['Badminton'],"[""Women's Singles""]",2004-09-23
1930709,COELHO Ygor,Ygor COELHO,Male,Athlete,BRA,['Badminton'],"[""Men's Singles""]",1996-11-24
1930739,KNIBB Taylor,Taylor KNIBB,Female,Athlete,USA,"['Cycling Road', 'Triathlon']","[""Women's Individual Time Trial"", ""Women's Individual""]",1998-02-14
1930741,KASPER Kirsten,Kirsten KASPER,Female,Athlete,USA,['Triathlon'],"[""Women's Individual""]",1991-08-31
1930747,PEARSON Morgan,Morgan PEARSON,Male,Athlete,USA,['Triathlon'],"[""Men's Individual""]",1993-09-22
1930750,RIDER Seth,Seth RIDER,Male,Athlete,USA,['Triathlon'],"[""Men's Individual""]",1997-03-06
1930752,SPIVEY Taylor,Taylor SPIVEY,Female,Athlete,USA,['Triathlon'],"[""Women's Individual""]",1991-04-13
1930767,DILLON Faith,Faith DILLON,Female,Athlete,USA,['Taekwondo'],['Women -57kg'],2002-06-23
1930770,HEALY Jonathan,Jonathan HEALY,Male,Athlete,USA,['Taekwondo'],['Men +80kg'],1997-04-04
1930771,NICKOLAS CJ,CJ NICKOLAS,Male,Athlete,USA,['Taekwondo'],['Men -80kg'],2001-07-18
1930773,TEACHOUT Kristina,Kristina TEACHOUT,Female,Athlete,USA,['Taekwondo'],['Women -67kg'],2005-09-13
1930776,COLLINS Danielle,Danielle COLLINS,Female,Athlete,USA,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",1993-12-13
1930777,NAVARRO Emma,Emma NAVARRO,Female,Athlete,USA,['Tennis'],"[""Women's Singles""]",2001-05-18
1930781,EUBANKS Christopher,Christopher EUBANKS,Male,Athlete,USA,['Tennis'],"[""Men's Singles""]",1996-05-05
1930782,FRITZ Taylor,Taylor FRITZ,Male,Athlete,USA,['Tennis'],"[""Men's Doubles"", ""Men's Singles"", 'Mixed Doubles']",1997-10-28
1930784,GAUFF Coco,Coco GAUFF,Female,Athlete,USA,['Tennis'],"[""Women's Doubles"", ""Women's Singles"", 'Mixed Doubles']",2004-03-13
1930785,GIRON Marcos,Marcos GIRON,Male,Athlete,USA,['Tennis'],"[""Men's Singles""]",1993-07-24
1930790,KRAJICEK Austin,Austin KRAJICEK,Male,Athlete,USA,['Tennis'],"[""Men's Doubles""]",1990-06-16
1930791,KRAWCZYK Desirae,Desirae KRAWCZYK,Female,Athlete,USA,['Tennis'],"[""Women's Doubles""]",1994-01-11
1930801,PAUL Tommy,Tommy PAUL,Male,Athlete,USA,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",1997-05-17
1930802,PEGULA Jessica,Jessica PEGULA,Female,Athlete,USA,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",1994-02-24
1930804,RAM Rajeev,Rajeev RAM,Male,Athlete,USA,['Tennis'],"[""Men's Doubles""]",1984-03-18
1930826,ZHANG Lily,Lily ZHANG,Female,Athlete,USA,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",1996-06-16
1930828,JHA Kanak,Kanak JHA,Male,Athlete,USA,['Table Tennis'],"[""Men's Singles""]",2000-06-19
1930832,SUNG Rachel,Rachel SUNG,Female,Athlete,USA,['Table Tennis'],"[""Women's Team""]",2004-07-09
1930833,WANG Amy,Amy WANG,Female,Athlete,USA,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",2002-12-02
1931098,HARIMOTO Miwa,Miwa HARIMOTO,Female,Athlete,JPN,['Table Tennis'],"[""Women's Team""]",2008-06-16
1931099,HARIMOTO Tomokazu,Tomokazu HARIMOTO,Male,Athlete,JPN,['Table Tennis'],"[""Men's Singles"", ""Men's Team"", 'Mixed Doubles']",2003-06-27
1931100,HAYATA Hina,Hina HAYATA,Female,Athlete,JPN,['Table Tennis'],"[""Women's Singles"", ""Women's Team"", 'Mixed Doubles']",2000-07-07
1931101,HIRANO Miu,Miu HIRANO,Female,Athlete,JPN,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",2000-04-14
1931106,SHINOZUKA Hiroto,Hiroto SHINOZUKA,Male,Athlete,JPN,['Table Tennis'],"[""Men's Team""]",2003-12-23
1931109,TOGAMI Shunsuke,Shunsuke TOGAMI,Male,Athlete,JPN,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",2001-08-24
1931124,PAEGLIS Laura,Laura PAEGLIS,Female,Athlete,AUS,['Archery'],"[""Women's Individual"", 'Mixed Team']",2002-04-02
1931126,BOUKOUVALAS Peter,Peter BOUKOUVALAS,Male,Athlete,AUS,['Archery'],"[""Men's Individual"", 'Mixed Team']",1998-12-02
1931160,TENZIN Sangay,Sangay TENZIN,Male,Athlete,BHU,['Swimming'],"[""Men's 100m Freestyle""]",2003-09-07
1931161,KURNIAWAN Joe,Joe KURNIAWAN,Male,Athlete,INA,['Swimming'],"[""Men's 100m Butterfly""]",2001-08-02
1931180,LEE Dohyun,LEE Dohyun,Male,Athlete,KOR,['Sport Climbing'],"[""Men's Boulder & Lead""]",2002-10-08
1931183,SEO Chaehyun,SEO Chaehyun,Female,Athlete,KOR,['Sport Climbing'],"[""Women's Boulder & Lead""]",2003-11-01
1931185,SHIN Euncheol,SHIN Euncheol,Male,Athlete,KOR,['Sport Climbing'],"[""Men's Speed""]",1999-05-27
1931243,SUKASEM Vareeraya,Vareeraya SUKASEM,Female,Athlete,THA,['Skateboarding'],"[""Women's Street""]",2011-10-23
1931269,KIM Euro,KIM Euro,Male,Athlete,KOR,['Cycling Road'],"[""Men's Road Race""]",1999-10-07
1931278,SONG Minji,SONG Minji,Female,Athlete,KOR,['Cycling Road'],"[""Women's Road Race""]",1998-03-30
1931298,AMIR,AMIR,Male,Athlete,KAZ,['Breaking'],['B-Boys'],1997-10-10
1931331,KYZAIBAY Nazym,Nazym KYZAIBAY,Female,Athlete,KAZ,['Boxing'],"[""Women's 50kg""]",1993-09-14
1931342,KHALZOVA Valentina,Valentina KHALZOVA,Female,Athlete,KAZ,['Boxing'],"[""Women's 75kg""]",1996-01-16
1931345,IBRAGIMOVA Karina,Karina IBRAGIMOVA,Female,Athlete,KAZ,['Boxing'],"[""Women's 57kg""]",1996-07-08
1931374,ROMANYK Arthit Mikhail,Arthit Mikhail ROMANYK,Male,Athlete,THA,['Sailing'],"[""Men's Dinghy""]",2001-01-16
1931381,MONTGOMERY Sophia,Sophia MONTGOMERY,Female,Athlete,THA,['Sailing'],"[""Women's Dinghy""]",2003-04-04
1931384,SHAURI Magdalena,Magdalena SHAURI,Female,Athlete,TAN,['Athletics'],"[""Women's Marathon""]",1996-02-25
1931493,VERED VILENCHIK Omer,Omer VERED VILENCHIK,Male,Athlete,ISR,['Sailing'],"[""Men's Dinghy""]",2007-05-08
1931496,AMAN Aman,Aman AMAN,Male,Athlete,IND,['Wrestling'],"[""Men's Freestyle 57kg""]",2003-07-16
1931500,YOUSRI Akram,Akram YOUSRI,Male,Athlete,EGY,['Handball'],['Men'],1994-11-22
1931570,ABDULLIN Ilfat,Ilfat ABDULLIN,Male,Athlete,KAZ,['Archery'],"[""Men's Individual"", ""Men's Team""]",1998-01-09
1931572,ZHANGBYRBAY Dauletkeldi,Dauletkeldi ZHANGBYRBAY,Male,Athlete,KAZ,['Archery'],"[""Men's Individual"", ""Men's Team""]",2004-06-02
1931573,MAIMURATOV Amir,Amir MAIMURATOV,Male,Athlete,KAZ,['Sport Climbing'],"[""Men's Speed""]",1995-07-19
1931576,KARIMI Milad,Milad KARIMI,Male,Athlete,KAZ,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault""]",1999-06-21
1931577,KURBANOV Nariman,Nariman KURBANOV,Male,Athlete,KAZ,['Artistic Gymnastics'],"['Men', ""Men's Pommel Horse""]",1997-12-06
1931583,POTAPENKO Yelena,Yelena POTAPENKO,Female,Athlete,KAZ,['Modern Pentathlon'],"[""Women's Individual""]",1993-04-20
1931584,ABUSAL Wasim,Wasim ABUSAL,Male,Athlete,PLE,['Boxing'],"[""Men's 57kg""]",2004-06-14
1931588,BORODA-DUDOCHKIN Georgiy,Georgiy BORODA-DUDOCHKIN,Male,Athlete,KAZ,['Modern Pentathlon'],"[""Men's Individual""]",2001-11-16
1931815,SWIATEK Iga,Iga SWIATEK,Female,Athlete,POL,['Tennis'],"[""Women's Singles""]",2001-05-31
1931818,ELMASRY Ibrahim,Ibrahim ELMASRY,Male,Athlete,EGY,['Handball'],['Men'],1989-03-11
1931829,HENDAWY Karim,Karim HENDAWY,Male,Athlete,EGY,['Handball'],['Men'],1988-05-01
1931832,FRECH Magdalena,Magdalena FRECH,Female,Athlete,POL,['Tennis'],"[""Women's Singles""]",1997-12-15
1931894,LYNCH Finn,Finn LYNCH,Male,Athlete,IRL,['Sailing'],"[""Men's Dinghy""]",1996-04-23
1931914,LINETTE Magda,Magda LINETTE,Female,Athlete,POL,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",1992-02-12
1931916,ABDELHAK Mohab,Mohab ABDELHAK,Male,Athlete,EGY,['Handball'],['Men'],2003-01-20
1931934,BARWINSKA Agata,Agata BARWINSKA,Female,Athlete,POL,['Sailing'],"[""Women's Dinghy""]",1995-07-27
1932027,YANG Amy,YANG Amy,Female,Athlete,KOR,['Golf'],"[""Women's Individual Stroke Play""]",1989-07-28
1932109,ALY Mohamed,Mohamed ALY,Male,Athlete,EGY,['Handball'],['Men'],1992-11-13
1932124,COMERFORD Niall,Niall COMERFORD,Male,Athlete,IRL,['Rugby Sevens'],['Men'],2000-04-06
1932149,YASER ISMAIL Omar,Omar YASER ISMAIL,Male,Athlete,PLE,['Taekwondo'],['Men -58kg'],2005-11-03
1932150,RODRIGUEZ Pedro,Pedro RODRIGUEZ,Male,Athlete,HUN,['Handball'],['Men'],1990-08-22
1932154,MIKLER Roland,Roland MIKLER,Male,Athlete,HUN,['Handball'],['Men'],1984-09-20
1932160,VINESH Vinesh,Vinesh VINESH,Female,Athlete,IND,['Wrestling'],"[""Women's Freestyle 50kg""]",1994-08-25
1932161,BODO Richard,Richard BODO,Male,Athlete,HUN,['Handball'],['Men'],1993-03-13
1932168,IMRE Bence,Bence IMRE,Male,Athlete,HUN,['Handball'],['Men'],2002-10-15
1932173,ROSOLSKA Alicja,Alicja ROSOLSKA,Female,Athlete,POL,['Tennis'],"[""Women's Doubles""]",1985-12-01
1932182,SANAD Mohammad,Mohammad SANAD,Male,Athlete,EGY,['Handball'],['Men'],1991-01-16
1932186,ILIC Zoran,Zoran ILIC,Male,Athlete,HUN,['Handball'],['Men'],2002-01-02
1932194,LIGETVARI Patrik,Patrik LIGETVARI,Male,Athlete,HUN,['Handball'],['Men'],1996-02-13
1932219,BARTUCZ Laszlo,Laszlo BARTUCZ,Male,Athlete,HUN,['Handball'],['Men'],1991-11-05
1932221,TAREK Mohamed,Mohamed TAREK,Male,Athlete,EGY,['Handball'],['Men'],2002-01-15
1932223,SIPOS Adrian,Adrian SIPOS,Male,Athlete,HUN,['Handball'],['Men'],1990-03-08
1932236,ROSTA Miklos,Miklos ROSTA,Male,Athlete,HUN,['Handball'],['Men'],1999-02-14
1932243,ANTIM Antim,Antim ANTIM,Female,Athlete,IND,['Wrestling'],"[""Women's Freestyle 53kg""]",2004-08-31
1932430,BOKA Bendeguz,Bendeguz BOKA,Male,Athlete,HUN,['Handball'],['Men'],1993-10-02
1932431,ANSHU Anshu,Anshu ANSHU,Female,Athlete,IND,['Wrestling'],"[""Women's Freestyle 57kg""]",2001-08-05
1932434,DZIARNOWSKA Maja,Maja DZIARNOWSKA,Female,Athlete,POL,['Sailing'],"[""Women's Windsurfing""]",1990-08-07
1932440,WIERZBICKI Szymon,Szymon WIERZBICKI,Male,Athlete,POL,['Sailing'],"[""Men's Skiff""]",1992-03-21
1932442,KRASODOMSKI Michal,Michal KRASODOMSKI,Male,Athlete,POL,['Sailing'],"[""Men's Dinghy""]",2003-04-30
1932446,BUKSAK Dominik,Dominik BUKSAK,Male,Athlete,POL,['Sailing'],"[""Men's Skiff""]",1992-09-19
1932449,SZITA Zoltan,Zoltan SZITA,Male,Athlete,HUN,['Handball'],['Men'],1998-02-10
1932450,MELZACKA Aleksandra,Aleksandra MELZACKA,Female,Athlete,POL,['Sailing'],"[""Women's Skiff""]",1998-05-05
1932456,HANUSZ Egon,Egon HANUSZ,Male,Athlete,HUN,['Handball'],['Men'],1997-09-25
1932470,ANCSIN Gabor,Gabor ANCSIN,Male,Athlete,HUN,['Handball'],['Men'],1990-11-27
1932478,NABI Heiki,Heiki NABI,Male,Athlete,EST,['Wrestling'],"[""Men's Greco-Roman 130kg""]",1985-06-06
1932480,DAMASIEWICZ Julia,Julia DAMASIEWICZ,Female,Athlete,POL,['Sailing'],"[""Women's Kite""]",2004-10-22
1932482,ZAKOWSKI Maks,Maks ZAKOWSKI,Male,Athlete,POL,['Sailing'],"[""Men's Kite""]",1994-01-12
1932485,TARNOWSKI Pawel,Pawel TARNOWSKI,Male,Athlete,POL,['Sailing'],"[""Men's Windsurfing""]",1994-04-03
1932492,JANKOWIAK Sandra,Sandra JANKOWIAK,Female,Athlete,POL,['Sailing'],"[""Women's Skiff""]",1996-01-12
1932512,NISHA Nisha,Nisha NISHA,Female,Athlete,IND,['Wrestling'],"[""Women's Freestyle 68kg""]",1998-10-18
1932534,van der WESTHUIZEN Paige,Paige van der WESTHUIZEN,Female,Athlete,ZIM,['Swimming'],"[""Women's 100m Freestyle""]",2003-04-23
1932567,REETIKA Reetika,Reetika REETIKA,Female,Athlete,IND,['Wrestling'],"[""Women's Freestyle 76kg""]",2002-08-31
1932569,SYNORADZKA Martyna,Martyna SYNORADZKA,Female,Athlete,POL,['Fencing'],"[""Women's Foil Team""]",1988-01-30
1932600,SALHE Jorge Antonio,Jorge Antonio SALHE,Male,Athlete,PLE,['Shooting'],['Skeet Men'],1974-08-24
1932622,BADAWI Fares,Fares BADAWI,Male,Athlete,PLE,['Judo'],['Men -81 kg'],1996-07-25
1932649,ELGENDY Ahmed,Ahmed ELGENDY,Male,Athlete,EGY,['Modern Pentathlon'],"[""Men's Individual""]",2000-03-01
1932660,SELO Lina Alemayehu,Lina Alemayehu SELO,Female,Athlete,ETH,['Swimming'],"[""Women's 50m Freestyle""]",2000-10-08
1932666,BLUMAN Daniel,Daniel BLUMAN,Male,Athlete,ISR,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1990-03-15
1932686,MUHR Robin,Robin MUHR,Male,Athlete,ISR,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1995-06-21
1932735,CYPRIANOS Denilson,Denilson CYPRIANOS,Male,Athlete,ZIM,['Swimming'],"[""Men's 200m Backstroke""]",2002-10-07
1932740,RUSSEKOFF Isabella,Isabella RUSSEKOFF,Female,Athlete,ISR,['Equestrian'],"['Jumping Individual', 'Jumping Team']",2000-05-19
1932757,PARNAT Reena,Reena PARNAT,Female,Athlete,EST,['Archery'],"[""Women's Individual""]",1993-12-01
1932764,TOFALIDES Alex,Alex TOFALIDES,Male,Athlete,CYP,['Fencing'],"[""Men's Foil Individual""]",1993-03-13
1932765,GATHIMBA Samuel Kireri,Samuel Kireri GATHIMBA,Male,Athlete,KEN,['Athletics'],"[""Men's 20km Race Walk""]",1987-10-26
1932812,JEPCHIRCHIR Peres,Peres JEPCHIRCHIR,Female,Athlete,KEN,['Athletics'],"[""Women's Marathon""]",1993-09-27
1932820,BIBOSSINOV Saken,Saken BIBOSSINOV,Male,Athlete,KAZ,['Boxing'],"[""Men's 51kg""]",1997-07-03
1932821,SABYRKHAN Makhmud,Makhmud SABYRKHAN,Male,Athlete,KAZ,['Boxing'],"[""Men's 57kg""]",2001-09-09
1932822,MUKHAMMEDSABYR Bazarbay Uulu,Bazarbay Uulu MUKHAMMEDSABYR,Male,Athlete,KAZ,['Boxing'],"[""Men's 63.5kg""]",2002-11-27
1932823,SHYMBERGENOV Aslanbek,Aslanbek SHYMBERGENOV,Male,Athlete,KAZ,['Boxing'],"[""Men's 71kg""]",1993-10-09
1932824,ORALBAY Nurbek,Nurbek ORALBAY,Male,Athlete,KAZ,['Boxing'],"[""Men's 80kg""]",2000-06-11
1932825,ORALBAY Aibek,Aibek ORALBAY,Male,Athlete,KAZ,['Boxing'],"[""Men's 92kg""]",2000-06-11
1932832,KUNKABAYEV Kamshybek,Kamshybek KUNKABAYEV,Male,Athlete,KAZ,['Boxing'],"[""Men's +92kg""]",1991-11-18
1932849,KARUNARATHNA Tharushi,Tharushi KARUNARATHNA,Female,Athlete,SRI,['Athletics'],"[""Women's 800m""]",2004-11-18
1932851,OBIRI Hellen,Hellen OBIRI,Female,Athlete,KEN,['Athletics'],"[""Women's Marathon""]",1989-12-13
1932863,ISMAIL Malak,Malak ISMAIL,Female,Athlete,EGY,['Modern Pentathlon'],"[""Women's Individual""]",2005-06-09
1932872,LOKEDI Sharon,Sharon LOKEDI,Female,Athlete,KEN,['Athletics'],"[""Women's Marathon""]",1994-03-10
1932880,SHABAN Mohanad,Mohanad SHABAN,Male,Athlete,EGY,['Modern Pentathlon'],"[""Men's Individual""]",2000-07-03
1932887,ITSEKIRI Usheoritse,Usheoritse ITSEKIRI,Male,Athlete,NGR,['Athletics'],"[""Men's 4 x 100m Relay""]",1998-01-31
1932890,JOAO Carolina,Carolina JOAO,Female,Athlete,POR,['Sailing'],['Mixed Dinghy'],1997-03-01
1932891,COSTA Diogo,Diogo COSTA,Male,Athlete,POR,['Sailing'],['Mixed Dinghy'],1997-08-23
1932892,MARQUES Eduardo,Eduardo MARQUES,Male,Athlete,POR,['Sailing'],"[""Men's Dinghy""]",1994-01-15
1932897,PIRES de LIMA Mafalda,Mafalda PIRES de LIMA,Female,Athlete,POR,['Sailing'],"[""Women's Kite""]",1998-04-14
1932941,BOEDE BIRO Blanka,Blanka BOEDE BIRO,Female,Athlete,HUN,['Handball'],['Women'],1994-09-22
1932947,ALBEK Anna,Anna ALBEK,Female,Athlete,HUN,['Handball'],['Women'],2001-12-02
1932950,BORDAS Reka,Reka BORDAS,Female,Athlete,HUN,['Handball'],['Women'],1997-08-26
1932952,KHARCHILAVA Lika,Lika KHARCHILAVA,Female,Athlete,GEO,['Athletics'],"[""Women's 100m""]",2000-08-04
1932956,KUCZORA Csenge,Csenge KUCZORA,Female,Athlete,HUN,['Handball'],['Women'],2000-01-26
1932959,SZOLLOSI-SCHATZL Nadine,Nadine SZOLLOSI-SCHATZL,Female,Athlete,HUN,['Handball'],['Women'],1993-11-19
1932960,GONZALEZ Enso,Enso GONZALEZ,Male,Athlete,PAR,['Football'],['Men'],2005-01-20
1932963,MARTON Greta,Greta MARTON,Female,Athlete,HUN,['Handball'],['Women'],1999-10-03
1932969,SIMON Petra,Petra SIMON,Female,Athlete,HUN,['Handball'],['Women'],2004-11-12
1932972,GEORGE Patience Okon,Patience Okon GEORGE,Female,Athlete,NGR,['Athletics'],['4 x 400m Relay Mixed'],1991-11-25
1933079,DIAZ Carlos,Carlos DIAZ,Male,Athlete,CHI,['Athletics'],"[""Men's Marathon""]",1993-07-09
1933094,GYORI-LUKACS Viktoria,Viktoria GYORI-LUKACS,Female,Athlete,HUN,['Handball'],['Women'],1995-10-31
1933100,DUCO Natalia,Natalia DUCO,Female,Athlete,CHI,['Athletics'],"[""Women's Shot Put""]",1989-01-31
1933118,GALLARDO Ivana Xennia,Ivana Xennia GALLARDO,Female,Athlete,CHI,['Athletics'],"[""Women's Shot Put""]",1993-07-20
1933133,ROMAN Fernando,Fernando ROMAN,Male,Athlete,PAR,['Football'],['Men'],2001-02-23
1933137,OGHENEBRUME Godson Oke,Godson Oke OGHENEBRUME,Male,Athlete,NGR,['Athletics'],"[""Men's 4 x 100m Relay""]",2003-05-27
1933138,ABDELMAKSOUD Salma,Salma ABDELMAKSOUD,Female,Athlete,EGY,['Modern Pentathlon'],"[""Women's Individual""]",2000-01-19
1933159,BRES Klaudia,Klaudia BRES,Female,Athlete,POL,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",1994-06-22
1933162,STANKIEWICZ Aneta,Aneta STANKIEWICZ,Female,Athlete,POL,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",1995-02-10
1933163,PIOTROWSKA Julia Ewa,Julia Ewa PIOTROWSKA,Female,Athlete,POL,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",2001-06-22
1933165,PIETRUK Aleksandra Anna,Aleksandra Anna PIETRUK,Female,Athlete,POL,['Shooting'],['50m Rifle 3 Positions Women'],2000-12-31
1933190,KOCHANSKA Natalia,Natalia KOCHANSKA,Female,Athlete,POL,['Shooting'],['50m Rifle 3 Positions Women'],1996-08-18
1933191,KOWALEWICZ Maciej,Maciej KOWALEWICZ,Male,Athlete,POL,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team']",1999-11-04
1933193,BARTNIK Tomasz,Tomasz BARTNIK,Male,Athlete,POL,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team']",1990-01-15
1933244,FLORES Gilberto,Gilberto FLORES,Male,Athlete,PAR,['Football'],['Men'],2003-04-01
1933249,KEHR Gabriel,Gabriel KEHR,Male,Athlete,CHI,['Athletics'],"[""Men's Hammer Throw""]",1996-09-03
1933257,MANSILLA Humberto,Humberto MANSILLA,Male,Athlete,CHI,['Athletics'],"[""Men's Hammer Throw""]",1996-05-22
1933275,ROMERO Claudio,Claudio ROMERO,Male,Athlete,CHI,['Athletics'],"[""Men's Discus Throw""]",2000-07-10
1933287,PAPP Nikoletta,Nikoletta PAPP,Female,Athlete,HUN,['Handball'],['Women'],1996-07-23
1933307,FUEZI TOVIZI Petra Anita,Petra Anita FUEZI TOVIZI,Female,Athlete,HUN,['Handball'],['Women'],1999-03-15
1933313,PASZTOR Noemi,Noemi PASZTOR,Female,Athlete,HUN,['Handball'],['Women'],1999-04-02
1933316,SAENZ de SANTA MARIA Martin,Martin SAENZ de SANTA MARIA,Male,Athlete,CHI,['Athletics'],"[""Men's 110m Hurdles""]",2001-01-17
1933320,VAMOS Petra,Petra VAMOS,Female,Athlete,HUN,['Handball'],['Women'],2000-09-14
1933327,DEBRECZENI-KLIVINYI Kinga,Kinga DEBRECZENI-KLIVINYI,Female,Athlete,HUN,['Handball'],['Women'],1992-03-31
1933340,KLUJBER Katrin,Katrin KLUJBER,Female,Athlete,HUN,['Handball'],['Women'],1999-04-21
1933348,JANURIK Kinga,Kinga JANURIK,Female,Athlete,HUN,['Handball'],['Women'],1991-11-06
1933350,AHMED Samaa,Samaa AHMED,Female,Athlete,EGY,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",1998-07-22
1933352,SZEMEREY Zsofi,Zsofi SZEMEREY,Female,Athlete,HUN,['Handball'],['Women'],1994-06-02
1933356,KACSOR Greta,Greta KACSOR,Female,Athlete,HUN,['Handball'],['Women'],2000-04-24
1933359,PARZAJUK Kevin,Kevin PARZAJUK,Male,Athlete,PAR,['Football'],['Men'],2002-08-09
1933364,WEIL Martina,Martina WEIL,Female,Athlete,CHI,['Athletics'],"[""Women's 400m""]",1999-07-12
1933366,PIEK Selena,Selena PIEK,Female,Athlete,NED,['Badminton'],['Mixed Doubles'],1991-09-30
1933369,TABELING Robin,Robin TABELING,Male,Athlete,NED,['Badminton'],['Mixed Doubles'],1994-04-24
1933377,PEZER Mesud,Mesud PEZER,Male,Athlete,BIH,['Athletics'],"[""Men's Shot Put""]",1994-08-27
1933379,RIVAS Daniel,Daniel RIVAS,Male,Athlete,PAR,['Football'],['Men'],2001-12-06
1933415,ADEYEMI Sikiru Adewale,Sikiru Adewale ADEYEMI,Male,Athlete,NGR,['Athletics'],['4 x 400m Relay Mixed'],1998-07-02
1933451,OLAJIDE Olayinka,Olayinka OLAJIDE,Female,Athlete,NGR,['Athletics'],"[""Women's 4 x 100m Relay""]",2002-10-28
1933476,KOECH Simon Kipro,Simon Kiprop KOECH,Male,Athlete,KEN,['Athletics'],"[""Men's 3000m Steeplechase""]",2003-06-10
1933492,FIORAVANTI Leonardo,Leonardo FIORAVANTI,Male,Athlete,ITA,['Surfing'],['Men'],1997-12-08
1933496,MUSSIN Adilbek,Adilbek MUSSIN,Male,Athlete,KAZ,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 100m Freestyle""]",1999-10-04
1933497,IGNATOVA Xeniya,Xeniya IGNATOVA,Female,Athlete,KAZ,['Swimming'],"[""Women's 100m Backstroke""]",2005-08-02
1933504,GERASSIMENKO Kirill,Kirill GERASSIMENKO,Male,Athlete,KAZ,['Table Tennis'],"[""Men's Singles""]",1996-12-18
1933508,SAFRONOVA Olga,Olga SAFRONOVA,Female,Athlete,KAZ,['Athletics'],"[""Women's 200m""]",1991-11-05
